Date,Sales,Product,Category,Region,Quantity,Discount,Unit Price
2022-08-17,102.23,Jeans,Clothing,North,2,0.25,71.96
2022-08-18,570.51,T-Shirt,Clothing,South,7,0.2,90.42
2022-08-18,570.24,Smart Watch,Electronics,East,2,0,290.21
2022-08-18,170.86,Lamp,Home & Kitchen,North,3,0.25,78.83
2022-08-18,156.97,Bicycle,Sports,South,4,0.25,49.66
2022-08-18,550.96,Jeans,Clothing,South,7,0.05,94.6
2022-08-18,1287.7,Camera,Electronics,North,4,0,287.95
2022-08-19,35.27,Biography,Books,Central,2,0.3,25.22
2022-08-19,427.48,Sneakers,Clothing,West,9,0.3,61.35
2022-08-19,4612.78,Headphones,Electronics,West,7,0,741.95
2022-08-19,135.85,Tennis Racket,Sports,North,2,0,65.92
2022-08-19,594.23,Coffee Maker,Home & Kitchen,South,5,0.1,136.54
2022-08-19,289.88,Coffee Maker,Home & Kitchen,South,5,0.05,55.18
2022-08-19,383.2,Bicycle,Sports,East,7,0.3,73.83
2022-08-19,2962.46,Smart Watch,Electronics,West,5,0,622.75
2022-08-20,174.88,Jacket,Clothing,North,3,0.15,50.7
2022-08-20,1613.89,Smartphone,Electronics,West,2,0,705.06
2022-08-20,6442.33,Headphones,Electronics,Central,10,0.3,771.86
2022-08-20,59.44,Jacket,Clothing,North,2,0.3,38.56
2022-08-20,600.59,Vacuum,Home & Kitchen,West,5,0.05,123.03
2022-08-20,5452.38,Laptop,Electronics,South,9,0.2,598.4
2022-08-20,486.85,Smart Watch,Electronics,West,1,0.2,479.05
2022-08-21,54.85,Biography,Books,South,2,0.15,28.14
2022-08-21,309.73,Vacuum,Home & Kitchen,North,4,0,70.28
2022-08-21,113.01,Bicycle,Sports,North,1,0.05,90.63
2022-08-21,3331.45,Laptop,Electronics,South,8,0,367.52
2022-08-21,198.21,Protein Powder,Sports,South,5,0.2,41.56
2022-08-21,620.53,Camera,Electronics,North,2,0.3,405.11
2022-08-21,545.05,Blender,Home & Kitchen,West,5,0.3,138.38
2022-08-21,383.06,Sneakers,Clothing,East,6,0.3,86.24
2022-08-21,767.12,Vacuum,Home & Kitchen,Central,8,0.05,74.86
2022-08-22,154.39,Jacket,Clothing,Central,4,0,44.84
2022-08-22,836.69,Hoodie,Clothing,West,8,0,104.62
2022-08-22,4143.95,Tablet,Electronics,East,10,0,477.46
2022-08-22,70.74,Running Shoes,Sports,West,1,0.2,89.94
2022-08-22,151.81,Jeans,Clothing,West,3,0.3,83.51
2022-08-22,792.88,Coffee Maker,Home & Kitchen,Central,6,0.15,137.97
2022-08-22,71.67,Lamp,Home & Kitchen,South,1,0.2,80.73
2022-08-22,5472.8,Laptop,Electronics,Central,7,0.1,784.34
2022-08-22,522.75,Running Shoes,Sports,West,10,0.3,80.47
2022-08-22,124.27,Textbook,Books,South,3,0.1,42.23
2022-08-22,473.94,Coffee Maker,Home & Kitchen,South,9,0.2,76.4
2022-08-23,451.71,Air Fryer,Home & Kitchen,East,10,0.1,49.18
2022-08-23,472.82,Air Fryer,Home & Kitchen,South,8,0.25,92.42
2022-08-23,3571.95,Tablet,Electronics,West,9,0,387.63
2022-08-23,3885.44,Tablet,Electronics,Central,9,0,439.57
2022-08-23,430.66,Air Fryer,Home & Kitchen,East,8,0,60.21
2022-08-23,146.84,Protein Powder,Sports,North,4,0,40.55
2022-08-23,177.03,Running Shoes,Sports,Central,6,0.05,35.77
2022-08-24,954.93,Coffee Maker,Home & Kitchen,East,9,0.05,116.96
2022-08-24,945.22,Smart Watch,Electronics,West,2,0.05,545.96
2022-08-24,121.12,Tennis Racket,Sports,West,2,0.1,75.36
2022-08-24,715.86,Lamp,Home & Kitchen,East,6,0.15,141.61
2022-08-24,254.13,Lamp,Home & Kitchen,North,3,0.1,83.36
2022-08-24,400.45,Yoga Mat,Sports,North,10,0.15,46.96
2022-08-24,242.93,Bicycle,Sports,East,4,0,58.0
2022-08-25,84.78,Comics,Books,North,2,0.05,43.76
2022-08-25,530.04,Protein Powder,Sports,Central,7,0,68.57
2022-08-25,420.87,Yoga Mat,Sports,Central,8,0.3,76.51
2022-08-25,531.33,Blender,Home & Kitchen,Central,5,0.15,135.46
2022-08-25,760.62,Blender,Home & Kitchen,West,6,0,119.83
2022-08-26,214.6,Cookbook,Books,North,6,0,31.81
2022-08-26,299.39,Biography,Books,South,8,0.05,38.59
2022-08-26,610.52,Sneakers,Clothing,South,7,0,84.54
2022-08-26,89.45,Air Fryer,Home & Kitchen,East,2,0.2,55.82
2022-08-26,258.42,Sneakers,Clothing,West,4,0.25,100.79
2022-08-26,4737.21,Headphones,Electronics,East,9,0.25,654.15
2022-08-26,76.23,T-Shirt,Clothing,West,1,0,85.68
2022-08-26,160.43,Running Shoes,Sports,West,6,0.3,41.41
2022-08-26,721.88,Coffee Maker,Home & Kitchen,East,6,0,104.78
2022-08-26,4900.6,Laptop,Electronics,East,8,0.25,761.76
2022-08-27,259.08,Vacuum,Home & Kitchen,South,3,0.3,117.48
2022-08-27,3299.24,Smart Watch,Electronics,Central,6,0.25,633.91
2022-08-27,258.03,Science Book,Books,Central,10,0,23.38
2022-08-27,262.59,Cookbook,Books,North,10,0.3,30.53
2022-08-27,234.37,Cookbook,Books,East,7,0,24.56
2022-08-27,3457.2,Camera,Electronics,South,7,0.15,550.33
2022-08-27,306.59,Blender,Home & Kitchen,North,5,0.25,74.29
2022-08-27,1080.22,Jacket,Clothing,East,10,0.05,90.25
2022-08-27,893.4,T-Shirt,Clothing,South,9,0,96.39
2022-08-28,75.21,Bicycle,Sports,South,1,0,65.23
2022-08-28,662.26,Lamp,Home & Kitchen,West,8,0.25,98.01
2022-08-28,5016.15,Camera,Electronics,North,8,0.25,750.0
2022-08-29,762.01,Pillow,Home & Kitchen,North,6,0.05,125.15
2022-08-29,329.1,Blender,Home & Kitchen,Central,6,0.3,74.51
2022-08-29,333.5,Camera,Electronics,East,1,0.3,504.02
2022-08-29,43.78,Protein Powder,Sports,North,1,0.2,49.23
2022-08-29,286.6,Hoodie,Clothing,South,5,0.25,69.85
2022-08-30,225.19,Blender,Home & Kitchen,South,2,0.05,139.28
2022-08-30,3296.82,Headphones,Electronics,Central,10,0,382.62
2022-08-30,596.67,Lamp,Home & Kitchen,West,10,0.15,70.53
2022-08-30,343.41,Jacket,Clothing,South,5,0.25,84.09
2022-08-30,242.54,Biography,Books,East,9,0,29.43
2022-08-30,304.71,Vacuum,Home & Kitchen,West,6,0.2,71.75
2022-08-30,233.15,Cookbook,Books,North,6,0,35.91
2022-08-30,233.7,Textbook,Books,Central,7,0,35.62
2022-08-30,55.33,Dumbbells,Sports,West,1,0.15,70.11
2022-08-30,718.62,Vacuum,Home & Kitchen,West,8,0.1,88.82
2022-08-31,192.79,Comics,Books,South,6,0,34.09
2022-08-31,105.77,Science Book,Books,Central,3,0,31.08
2022-08-31,248.34,Bicycle,Sports,East,3,0,72.93
2022-08-31,2783.46,Headphones,Electronics,North,6,0.3,762.6
2022-08-31,3695.3,Smart Watch,Electronics,South,6,0,559.16
2022-08-31,157.53,Comics,Books,South,5,0.15,39.04
2022-08-31,41.55,Sneakers,Clothing,South,1,0,38.6
2022-09-01,1883.66,Smart Watch,Electronics,West,8,0.1,292.83
2022-09-01,57.8,Hoodie,Clothing,South,1,0,55.62
2022-09-01,112.46,Comics,Books,West,3,0.1,39.55
2022-09-01,1348.63,Laptop,Electronics,Central,7,0.3,280.88
2022-09-01,324.75,T-Shirt,Clothing,Central,7,0.1,49.99
2022-09-01,92.2,Biography,Books,North,5,0.05,23.22
2022-09-01,315.62,Running Shoes,Sports,West,5,0.05,61.35
2022-09-01,309.54,Tennis Racket,Sports,West,5,0.3,92.91
2022-09-01,215.73,Fiction Novel,Books,West,7,0.3,43.54
2022-09-01,23.91,Science Book,Books,Central,1,0.05,26.92
2022-09-01,104.21,Biography,Books,North,5,0,24.97
2022-09-02,132.27,Dress,Clothing,Central,4,0.2,42.04
2022-09-02,44.24,Biography,Books,Central,4,0.25,16.77
2022-09-02,130.5,Pillow,Home & Kitchen,East,3,0.2,51.5
2022-09-02,743.83,Pillow,Home & Kitchen,South,9,0.3,124.29
2022-09-02,625.25,Jacket,Clothing,West,8,0,73.04
2022-09-03,366.77,Headphones,Electronics,South,1,0,357.53
2022-09-03,166.16,Fiction Novel,Books,North,7,0.3,29.86
2022-09-03,55.1,Running Shoes,Sports,West,1,0.2,52.59
2022-09-03,1357.21,Lamp,Home & Kitchen,East,10,0,133.4
2022-09-03,933.99,Protein Powder,Sports,South,10,0.15,95.83
2022-09-03,565.4,Vacuum,Home & Kitchen,West,4,0,137.88
2022-09-03,106.13,Fiction Novel,Books,East,7,0.25,20.38
2022-09-03,2032.57,Tablet,Electronics,South,4,0.3,644.78
2022-09-03,5148.19,Laptop,Electronics,Central,8,0,591.01
2022-09-04,208.6,Jacket,Clothing,North,4,0.2,55.77
2022-09-04,778.6,Air Fryer,Home & Kitchen,Central,7,0.3,137.69
2022-09-04,131.73,T-Shirt,Clothing,Central,3,0.05,43.41
2022-09-04,323.28,Lamp,Home & Kitchen,North,3,0.2,124.5
2022-09-04,601.87,Bicycle,Sports,East,10,0.25,77.12
2022-09-04,1571.74,Smartphone,Electronics,South,2,0,771.96
2022-09-04,85.09,Fiction Novel,Books,East,2,0,41.88
2022-09-04,151.9,Textbook,Books,West,6,0,24.08
2022-09-04,154.76,Textbook,Books,West,8,0.3,25.65
2022-09-04,2554.9,Smart Watch,Electronics,South,3,0.1,780.56
2022-09-04,310.62,Biography,Books,West,8,0.1,35.85
2022-09-05,42.25,Comics,Books,East,3,0.15,15.76
2022-09-05,373.45,Pillow,Home & Kitchen,West,4,0.05,107.23
2022-09-05,163.91,Hoodie,Clothing,North,4,0.3,67.83
2022-09-05,159.39,Tennis Racket,Sports,East,2,0.1,93.13
2022-09-05,427.93,Smart Watch,Electronics,East,1,0.25,619.5
2022-09-05,1040.18,Air Fryer,Home & Kitchen,North,10,0.25,127.04
2022-09-05,217.9,Textbook,Books,South,8,0.3,37.5
2022-09-05,7593.8,Tablet,Electronics,North,10,0,752.9
2022-09-05,553.66,Jeans,Clothing,North,7,0,96.05
2022-09-05,3568.83,Tablet,Electronics,North,9,0.05,419.84
2022-09-05,1847.91,Tablet,Electronics,East,3,0.15,759.09
2022-09-06,24.73,Comics,Books,North,2,0.3,20.79
2022-09-06,398.76,Coffee Maker,Home & Kitchen,South,8,0.05,52.27
2022-09-06,82.96,Science Book,Books,North,5,0.15,23.21
2022-09-06,360.72,Biography,Books,North,10,0,42.91
2022-09-06,1358.8,Smartphone,Electronics,North,3,0,441.45
2022-09-06,2135.6,Smartphone,Electronics,East,8,0.05,313.89
2022-09-06,153.86,Hoodie,Clothing,South,5,0.1,39.84
2022-09-06,307.71,Sneakers,Clothing,East,7,0.05,52.27
2022-09-06,323.52,Jeans,Clothing,East,5,0.1,86.22
2022-09-07,461.43,Tennis Racket,Sports,East,9,0,62.68
2022-09-07,460.27,Running Shoes,Sports,South,9,0.2,70.53
2022-09-07,681.44,Blender,Home & Kitchen,East,9,0.1,100.95
2022-09-07,418.45,Jacket,Clothing,South,8,0,54.78
2022-09-07,515.17,Dress,Clothing,South,8,0.15,78.25
2022-09-07,127.14,Yoga Mat,Sports,East,2,0,74.55
2022-09-07,31.35,Cookbook,Books,East,2,0.15,20.61
2022-09-07,20.63,Biography,Books,South,1,0.25,28.17
2022-09-08,147.4,Textbook,Books,South,5,0.15,36.7
2022-09-08,88.95,Cookbook,Books,North,4,0.3,37.9
2022-09-08,218.85,Cookbook,Books,Central,7,0,32.79
2022-09-08,470.7,Lamp,Home & Kitchen,Central,4,0,139.34
2022-09-08,642.84,Coffee Maker,Home & Kitchen,North,5,0,124.11
2022-09-08,103.96,Textbook,Books,South,8,0,15.03
2022-09-08,87.27,Jacket,Clothing,East,2,0.05,49.29
2022-09-08,197.6,Jeans,Clothing,Central,6,0,36.36
2022-09-08,141.64,Biography,Books,West,4,0.2,42.38
2022-09-09,3770.86,Headphones,Electronics,South,6,0,682.04
2022-09-09,777.75,Air Fryer,Home & Kitchen,West,10,0,85.81
2022-09-09,388.1,Yoga Mat,Sports,South,10,0.05,44.76
2022-09-09,901.7,Lamp,Home & Kitchen,North,10,0.2,105.52
2022-09-09,131.43,Jeans,Clothing,West,4,0.1,39.19
2022-09-09,361.19,Vacuum,Home & Kitchen,South,7,0.1,62.47
2022-09-10,943.8,Tablet,Electronics,West,3,0.3,358.31
2022-09-10,69.02,Fiction Novel,Books,East,2,0.2,34.68
2022-09-10,1676.52,Smartphone,Electronics,East,3,0.2,580.33
2022-09-10,4819.69,Headphones,Electronics,West,7,0.1,686.53
2022-09-10,3857.58,Smart Watch,Electronics,West,9,0.25,471.33
2022-09-10,252.19,Tennis Racket,Sports,North,3,0.3,97.73
2022-09-10,4377.45,Smartphone,Electronics,North,6,0.1,782.03
2022-09-10,224.1,Protein Powder,Sports,West,7,0.1,36.2
2022-09-10,37.38,Textbook,Books,East,1,0.15,41.67
2022-09-10,107.04,Pillow,Home & Kitchen,East,1,0,100.1
2022-09-11,3346.81,Headphones,Electronics,East,5,0,613.43
2022-09-11,1022.34,Smart Watch,Electronics,West,4,0.3,364.63
2022-09-11,776.49,Hoodie,Clothing,West,7,0.15,100.28
2022-09-11,683.65,Dumbbells,Sports,Central,10,0,63.26
2022-09-11,1032.96,Smartphone,Electronics,Central,2,0,476.23
2022-09-11,71.85,Vacuum,Home & Kitchen,West,1,0.1,65.66
2022-09-11,2455.55,Headphones,Electronics,North,4,0.1,578.28
2022-09-11,496.32,Dumbbells,Sports,North,6,0.05,70.84
2022-09-11,176.66,Cookbook,Books,South,5,0,30.05
2022-09-12,378.21,Air Fryer,Home & Kitchen,North,7,0.2,67.89
2022-09-12,879.29,Air Fryer,Home & Kitchen,West,10,0.15,123.86
2022-09-12,148.32,T-Shirt,Clothing,East,4,0.1,40.59
2022-09-12,428.58,Running Shoes,Sports,Central,7,0.15,74.89
2022-09-12,134.02,Biography,Books,North,6,0.15,25.22
2022-09-13,123.79,Comics,Books,West,4,0,30.97
2022-09-13,1022.38,Vacuum,Home & Kitchen,North,10,0.25,140.9
2022-09-13,690.39,Coffee Maker,Home & Kitchen,South,9,0.1,83.44
2022-09-13,19.39,Comics,Books,West,1,0,19.68
2022-09-13,71.81,Running Shoes,Sports,West,1,0.1,82.59
2022-09-14,158.47,Dress,Clothing,Central,3,0,63.25
2022-09-14,583.11,Jeans,Clothing,North,10,0,56.83
2022-09-14,191.75,Biography,Books,West,6,0.2,37.54
2022-09-14,180.63,Air Fryer,Home & Kitchen,East,2,0.15,111.77
2022-09-14,306.48,Running Shoes,Sports,South,7,0.25,65.66
2022-09-14,120.99,Science Book,Books,South,7,0.3,23.65
2022-09-14,46.01,Comics,Books,South,2,0.2,26.5
2022-09-14,166.13,Science Book,Books,North,10,0.3,21.73
2022-09-14,44.22,Bicycle,Sports,West,1,0.05,54.45
2022-09-14,72.62,Comics,Books,North,6,0.2,15.68
2022-09-15,166.18,Dress,Clothing,East,4,0.05,48.62
2022-09-15,272.28,Coffee Maker,Home & Kitchen,North,4,0.25,103.45
2022-09-15,202.16,Running Shoes,Sports,South,3,0.3,97.21
2022-09-15,205.64,Tennis Racket,Sports,South,4,0,63.51
2022-09-15,4811.94,Camera,Electronics,West,9,0.2,807.59
2022-09-15,51.63,Cookbook,Books,Central,2,0.3,36.47
2022-09-16,179.25,Comics,Books,North,5,0,39.35
2022-09-16,505.04,Protein Powder,Sports,West,7,0,84.97
2022-09-16,179.86,Lamp,Home & Kitchen,North,3,0.15,83.18
2022-09-16,201.64,Dress,Clothing,South,5,0,42.99
2022-09-16,96.82,Science Book,Books,East,6,0.25,23.86
2022-09-16,238.29,Comics,Books,East,10,0,23.26
2022-09-16,42.72,Sneakers,Clothing,East,1,0.15,51.91
2022-09-16,825.13,Air Fryer,Home & Kitchen,South,10,0.25,108.85
2022-09-16,224.76,Blender,Home & Kitchen,South,3,0.2,106.32
2022-09-16,509.56,T-Shirt,Clothing,South,10,0,57.81
2022-09-17,934.0,Running Shoes,Sports,West,10,0.15,92.4
2022-09-17,463.85,Bicycle,Sports,East,9,0.25,57.71
2022-09-17,883.53,Running Shoes,Sports,South,8,0,92.21
2022-09-17,2029.77,Tablet,Electronics,South,5,0,381.47
2022-09-17,4065.42,Camera,Electronics,South,6,0,539.35
2022-09-17,436.41,Dumbbells,Sports,South,6,0.2,76.84
2022-09-17,445.42,Lamp,Home & Kitchen,North,5,0.3,101.12
2022-09-17,563.23,Yoga Mat,Sports,North,8,0.05,70.4
2022-09-17,264.58,Hoodie,Clothing,South,4,0.25,85.65
2022-09-17,226.14,Tennis Racket,Sports,Central,5,0.05,39.03
2022-09-17,1514.06,Smartphone,Electronics,Central,5,0.05,302.87
2022-09-18,402.17,Textbook,Books,North,9,0,41.45
2022-09-18,790.78,Smartphone,Electronics,West,2,0.25,508.62
2022-09-18,761.03,Bicycle,Sports,South,10,0,65.16
2022-09-18,2308.04,Camera,Electronics,West,4,0.25,588.03
2022-09-18,515.23,Vacuum,Home & Kitchen,Central,5,0,95.29
2022-09-18,84.6,Biography,Books,East,5,0.3,22.93
2022-09-18,527.87,Pillow,Home & Kitchen,Central,9,0.25,77.65
2022-09-18,476.08,Dress,Clothing,North,6,0.3,100.32
2022-09-18,759.89,Jeans,Clothing,North,7,0,84.45
2022-09-18,76.78,Cookbook,Books,Central,3,0,20.81
2022-09-18,233.58,Jacket,Clothing,Central,5,0.3,59.04
2022-09-18,977.75,Lamp,Home & Kitchen,South,10,0.15,112.5
2022-09-19,135.72,Jeans,Clothing,Central,3,0.3,59.45
2022-09-19,304.64,Running Shoes,Sports,East,4,0.25,94.57
2022-09-19,355.08,Air Fryer,Home & Kitchen,South,5,0.15,80.04
2022-09-19,462.53,Vacuum,Home & Kitchen,East,7,0.2,102.08
2022-09-19,223.83,Fiction Novel,Books,West,6,0,34.37
2022-09-19,358.05,Coffee Maker,Home & Kitchen,South,4,0.1,111.56
2022-09-19,712.72,Coffee Maker,Home & Kitchen,East,7,0.15,123.93
2022-09-19,459.44,Jeans,Clothing,Central,9,0.1,67.69
2022-09-19,671.83,Jeans,Clothing,East,8,0.25,103.79
2022-09-20,61.73,Comics,Books,West,4,0.2,23.4
2022-09-20,2250.38,Camera,Electronics,East,5,0.25,560.46
2022-09-20,742.63,Headphones,Electronics,South,2,0.2,445.25
2022-09-21,184.46,Tennis Racket,Sports,Central,4,0.25,70.08
2022-09-21,553.42,Bicycle,Sports,East,9,0.1,68.05
2022-09-21,464.59,T-Shirt,Clothing,East,6,0.25,101.17
2022-09-21,321.48,Jeans,Clothing,East,8,0.15,52.39
2022-09-21,45.7,Air Fryer,Home & Kitchen,Central,1,0.2,61.47
2022-09-22,3706.03,Smart Watch,Electronics,North,9,0.2,471.68
2022-09-22,347.11,Tennis Racket,Sports,Central,8,0.15,51.65
2022-09-22,3714.39,Smart Watch,Electronics,North,9,0.3,691.52
2022-09-22,568.91,Yoga Mat,Sports,Central,8,0.05,73.26
2022-09-22,331.06,Cookbook,Books,West,8,0,41.68
2022-09-22,2623.71,Smartphone,Electronics,Central,6,0.2,515.19
2022-09-22,21.92,Biography,Books,East,1,0.2,33.71
2022-09-22,151.68,Jacket,Clothing,West,3,0.05,54.64
2022-09-22,440.22,Lamp,Home & Kitchen,West,4,0.15,121.91
2022-09-22,116.93,Dumbbells,Sports,South,3,0,46.61
2022-09-23,454.02,Yoga Mat,Sports,South,9,0,56.0
2022-09-23,268.84,Blender,Home & Kitchen,South,4,0.2,77.08
2022-09-23,29.0,Jeans,Clothing,East,1,0.25,45.89
2022-09-23,73.88,Fiction Novel,Books,West,4,0.25,26.41
2022-09-23,1025.65,Jeans,Clothing,West,10,0,94.64
2022-09-23,69.97,Bicycle,Sports,Central,2,0.05,43.75
2022-09-23,177.01,Comics,Books,Central,6,0.15,37.49
2022-09-23,248.23,T-Shirt,Clothing,Central,6,0.3,70.41
2022-09-23,236.82,Fiction Novel,Books,North,7,0.2,39.1
2022-09-23,3109.48,Tablet,Electronics,East,5,0.2,721.73
2022-09-23,997.33,Blender,Home & Kitchen,North,7,0,132.09
2022-09-24,263.44,Coffee Maker,Home & Kitchen,South,4,0,65.03
2022-09-24,48.57,Jeans,Clothing,West,1,0.05,40.41
2022-09-24,731.26,Air Fryer,Home & Kitchen,Central,7,0.2,127.03
2022-09-24,676.1,Dumbbells,Sports,South,6,0,91.02
2022-09-24,2654.29,Headphones,Electronics,South,5,0.15,487.97
2022-09-24,102.49,Lamp,Home & Kitchen,East,1,0.15,123.19
2022-09-24,112.87,Fiction Novel,Books,South,7,0.2,16.39
2022-09-25,58.07,Jeans,Clothing,North,1,0.05,61.1
2022-09-25,5022.3,Laptop,Electronics,West,8,0.3,801.02
2022-09-25,293.66,Protein Powder,Sports,North,5,0.1,64.43
2022-09-25,124.08,Tennis Racket,Sports,Central,2,0.05,64.53
2022-09-25,371.63,Dumbbells,Sports,South,4,0,76.51
2022-09-25,339.86,Lamp,Home & Kitchen,North,4,0,69.72
2022-09-25,1082.88,Air Fryer,Home & Kitchen,West,10,0.1,97.91
2022-09-25,614.43,Jacket,Clothing,West,6,0,83.61
2022-09-25,180.74,Comics,Books,North,4,0,44.39
2022-09-25,2645.47,Smartphone,Electronics,South,7,0.25,444.17
2022-09-25,683.17,Blender,Home & Kitchen,Central,7,0.05,91.4
2022-09-26,285.81,Running Shoes,Sports,North,5,0.3,76.26
2022-09-26,580.15,Blender,Home & Kitchen,East,6,0.25,125.47
2022-09-26,168.94,Comics,Books,North,6,0.1,37.9
2022-09-26,557.92,Vacuum,Home & Kitchen,North,9,0.05,60.12
2022-09-26,1286.43,Laptop,Electronics,Central,5,0.15,338.2
2022-09-26,111.35,Biography,Books,North,9,0.3,20.48
2022-09-26,428.83,T-Shirt,Clothing,South,6,0,73.84
2022-09-27,246.35,Yoga Mat,Sports,Central,6,0.3,68.6
2022-09-27,502.84,T-Shirt,Clothing,South,10,0,52.29
2022-09-27,129.27,Running Shoes,Sports,South,5,0.2,36.23
2022-09-27,315.45,Running Shoes,Sports,West,8,0.1,54.25
2022-09-27,280.45,Pillow,Home & Kitchen,Central,5,0,68.04
2022-09-27,277.07,Science Book,Books,South,8,0.05,39.67
2022-09-27,546.22,Hoodie,Clothing,West,7,0.05,78.58
2022-09-27,2288.56,Smartphone,Electronics,East,3,0,752.02
2022-09-27,229.58,Protein Powder,Sports,South,4,0.1,62.26
2022-09-27,4050.38,Camera,Electronics,North,9,0,438.03
2022-09-27,405.63,Running Shoes,Sports,South,8,0,52.72
2022-09-28,226.82,Science Book,Books,North,6,0,41.26
2022-09-28,559.78,Coffee Maker,Home & Kitchen,West,7,0.25,104.16
2022-09-28,160.63,Sneakers,Clothing,North,2,0.15,107.83
2022-09-28,123.22,Comics,Books,West,7,0,16.7
2022-09-28,431.33,Pillow,Home & Kitchen,East,5,0.15,109.47
2022-09-28,37.94,Air Fryer,Home & Kitchen,North,1,0.25,57.71
2022-09-28,267.24,Science Book,Books,Central,7,0,34.97
2022-09-28,194.11,Biography,Books,Central,10,0.3,26.27
2022-09-28,63.56,Fiction Novel,Books,Central,2,0,32.71
2022-09-28,5267.58,Smartphone,Electronics,East,10,0.2,633.21
2022-09-28,2655.48,Tablet,Electronics,West,8,0.3,579.61
2022-09-28,17.49,Comics,Books,West,1,0,21.48
2022-09-29,543.38,Tablet,Electronics,West,1,0.1,663.69
2022-09-29,408.68,Air Fryer,Home & Kitchen,South,5,0,90.82
2022-09-29,762.65,Blender,Home & Kitchen,South,9,0.3,122.0
2022-09-29,251.23,Cookbook,Books,South,8,0.15,40.7
2022-09-29,561.94,Protein Powder,Sports,South,6,0,87.69
2022-09-29,3718.66,Camera,Electronics,West,6,0,605.77
2022-09-29,288.2,Jacket,Clothing,West,6,0.25,60.26
2022-09-29,42.26,Jeans,Clothing,East,1,0.1,44.03
2022-09-30,223.48,Lamp,Home & Kitchen,Central,3,0,86.21
2022-09-30,5170.25,Camera,Electronics,Central,7,0,730.19
2022-09-30,295.0,Tennis Racket,Sports,West,3,0,93.8
2022-09-30,140.3,Lamp,Home & Kitchen,Central,2,0.05,79.09
2022-09-30,1387.35,Smartphone,Electronics,Central,3,0.1,630.46
2022-09-30,294.7,Hoodie,Clothing,South,4,0.25,99.01
2022-09-30,281.59,Jeans,Clothing,North,5,0,53.54
2022-09-30,249.45,Textbook,Books,West,9,0.05,31.54
2022-09-30,748.11,Bicycle,Sports,West,10,0.2,91.65
2022-09-30,425.14,Air Fryer,Home & Kitchen,West,6,0.05,82.99
2022-09-30,769.61,Coffee Maker,Home & Kitchen,South,6,0.05,130.55
2022-10-01,859.81,T-Shirt,Clothing,Central,8,0,74.55
2022-10-01,973.78,Dumbbells,Sports,East,9,0.05,87.19
2022-10-01,568.29,Yoga Mat,Sports,West,10,0.2,61.9
2022-10-01,900.82,T-Shirt,Clothing,Central,8,0,76.25
2022-10-01,106.39,Comics,Books,South,2,0,35.46
2022-10-01,112.95,Lamp,Home & Kitchen,East,1,0.25,116.51
2022-10-01,526.0,Dress,Clothing,South,8,0.1,58.31
2022-10-01,311.94,Bicycle,Sports,West,3,0.15,83.58
2022-10-01,558.32,Yoga Mat,Sports,East,10,0,40.9
2022-10-01,287.22,Running Shoes,Sports,South,4,0,49.42
2022-10-01,1344.52,Camera,Electronics,West,2,0,449.17
2022-10-01,359.4,Protein Powder,Sports,West,7,0.25,58.17
2022-10-02,344.15,T-Shirt,Clothing,East,6,0.2,48.77
2022-10-02,161.97,Fiction Novel,Books,South,5,0.05,27.04
2022-10-02,1625.72,Tablet,Electronics,West,2,0,552.89
2022-10-02,2900.96,Smart Watch,Electronics,North,6,0,321.56
2022-10-02,504.07,Yoga Mat,Sports,North,6,0,58.39
2022-10-02,250.83,Bicycle,Sports,East,2,0.05,96.08
2022-10-02,259.84,Science Book,Books,Central,4,0,44.27
2022-10-02,512.4,Sneakers,Clothing,East,10,0.25,48.74
2022-10-03,63.67,Dumbbells,Sports,West,1,0.3,74.06
2022-10-03,1035.94,Tablet,Electronics,East,2,0,458.49
2022-10-03,336.17,T-Shirt,Clothing,West,4,0.15,79.45
2022-10-03,161.46,Running Shoes,Sports,West,2,0,77.13
2022-10-03,401.23,Blender,Home & Kitchen,South,8,0.2,66.08
2022-10-04,93.31,Comics,Books,Central,2,0,40.43
2022-10-04,860.45,Lamp,Home & Kitchen,Central,10,0.3,115.41
2022-10-04,240.98,Protein Powder,Sports,South,5,0.25,54.14
2022-10-05,134.17,Textbook,Books,West,7,0,17.47
2022-10-05,807.94,Lamp,Home & Kitchen,West,10,0.25,85.33
2022-10-05,1363.06,Pillow,Home & Kitchen,North,9,0.05,127.8
2022-10-05,582.99,Lamp,Home & Kitchen,Central,9,0.15,64.64
2022-10-05,311.04,Yoga Mat,Sports,North,5,0.15,58.4
2022-10-05,5488.57,Camera,Electronics,West,9,0,552.95
2022-10-05,6962.83,Smartphone,Electronics,North,8,0.05,782.98
2022-10-06,779.99,Dress,Clothing,South,10,0,82.11
2022-10-06,82.89,Science Book,Books,North,5,0.05,15.14
2022-10-06,254.36,Blender,Home & Kitchen,West,4,0.2,83.69
2022-10-06,780.41,Sneakers,Clothing,South,10,0.2,84.13
2022-10-07,579.15,Hoodie,Clothing,East,7,0.2,85.7
2022-10-07,206.43,Cookbook,Books,South,8,0,22.6
2022-10-07,95.29,Fiction Novel,Books,West,3,0.05,34.89
2022-10-07,1786.82,Laptop,Electronics,South,8,0.3,305.91
2022-10-07,544.94,Pillow,Home & Kitchen,West,5,0.1,99.48
2022-10-07,1054.48,Coffee Maker,Home & Kitchen,North,7,0.05,127.0
